taskSetId	setupType	scaleLevel	nominalScale	machines	instance	processingMismatches	centerMismatches	weightMismatches	setupMismatches	workloadScale	multiplierFingerprint	bodySha256
n080-set05	random	medium	10	3	instances/data/n080-set05/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	430505f7c0af87cbfe1d1f702692f23842250f4b926d4e3fd51f73d916771c16
n080-set05	random	medium	10	4	instances/data/n080-set05/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	f6be3383913f88c8bcc7956cd022bc6c596798d6ae3a39cd241282ce3bc07340
n080-set05	random	medium	10	5	instances/data/n080-set05/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	4decaf394bf948b3f9f06242078c6c160c32c29c88fa97ea8d64a5285013bbbc
n080-set05	random	high	20	3	instances/data/n080-set05/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	88b030e5b054210fa71a70853d0766baaa37ddd47e655addb578df5838e88347
n080-set05	random	high	20	4	instances/data/n080-set05/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	c9187b01e01c63c8d4e794944b089089e72e4126da2aaf86b020b91f22c71eea
n080-set05	random	high	20	5	instances/data/n080-set05/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	58be722b9e9aea2c312dc9e67ea4ed22b5acbf46497b4d1ed937e0692f420d4f
n080-set05	family	medium	10	3	instances/data/n080-set05/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	7c4d84a88fe70ab37a4dfd2ef610d9b13a72c76e2d8a33c0befcb9a1cd4986ab
n080-set05	family	medium	10	4	instances/data/n080-set05/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	a3d8572d4273550735ce94ca9301c51bed6a760b37b9a1c429a3136f475c477b
n080-set05	family	medium	10	5	instances/data/n080-set05/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4885d399f8278ccf371746de60c20c77a48037bb592e87814cd4ea2b42464053	9c0b2d45ead62747d6fb482d4fddae11f272322492577869812a504cff247472
n080-set05	family	high	20	3	instances/data/n080-set05/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	b53bb1b2782a3412504538423b45729a03bbf2517f321acd038ed65206684358
n080-set05	family	high	20	4	instances/data/n080-set05/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	db89ea0987faef6ec10f22dd3d8dd7bea181472a5dcdfe6eb7223af7752ff55c
n080-set05	family	high	20	5	instances/data/n080-set05/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	eab27c56577c8c08a66a093154147250cdc3b244b289633bb490500dc80155e7	8082d5cea5552e028213f153ef991da7bd912362039744153e135e75316f0c80
n100-set01	random	medium	10	3	instances/data/n100-set01/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	fbdcc9246c2a5bcfbba7c4ce93693ce7ab15023692eab3ce8d4c578d60b1a338
n100-set01	random	medium	10	4	instances/data/n100-set01/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	bbfda27ea8d697b8511ba899c37047e580a97beb2fb0ab7bc6a3c0894757e14b
n100-set01	random	medium	10	5	instances/data/n100-set01/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	26f2653a72d06f597ce37cf1c253494a842917282589573615ec2a786427b494
n100-set01	random	high	20	3	instances/data/n100-set01/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	bb925669b681ae1e65d0c49d1c989d6b4c4d17c96bd0982b7dbd57acbc1dd3bb
n100-set01	random	high	20	4	instances/data/n100-set01/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	ce88b3ed45904d341c5a0de413abcb41670d9b3bd446967f49081f29d2262b5c
n100-set01	random	high	20	5	instances/data/n100-set01/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	9d3437c8d367d956256ec3a3ac72157102f290c44ec125c4f2799d021aaa3761
n100-set01	family	medium	10	3	instances/data/n100-set01/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	d79b53980b65026e25ea7c4e61613061eb343669b99028c9dcdafcffbc907551
n100-set01	family	medium	10	4	instances/data/n100-set01/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	ceb0bc14f8e6a4fdf3ee40cf24eb994bc5f8233db6434f115df4845b64220493
n100-set01	family	medium	10	5	instances/data/n100-set01/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	babef75c78b201ad7d04ffdd4dcb1e27476eb9f68c8740d716917fdbcfc275a1	196507c1427df11f4119f12b854b31735e9a2def2fa7cf7ffb1df8d1e0568418
n100-set01	family	high	20	3	instances/data/n100-set01/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	0c320a148ea5f4df976f844dcd8931b3bd6e104cb1e34700093698721eb982b8
n100-set01	family	high	20	4	instances/data/n100-set01/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	3a4c2bd5bae24b53820e6c43a551602ac3e6baedece953fa6d83b9f53453cb35
n100-set01	family	high	20	5	instances/data/n100-set01/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	88b5bc7c7d4232d45cfcd2b892ec3294f5028b0eff8acb96c3f66abc83641410	cba7556e8e975f49e2e2f857fddf1e74f2e2f9437c272992a6cd084f49a96a56
n100-set02	random	medium	10	3	instances/data/n100-set02/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	31065d89f7073f261737802568bd98ed1b095cf9651d4ea4bb51ed043be3b00b
n100-set02	random	medium	10	4	instances/data/n100-set02/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	e20a06f85d7f75b77a0ec83e66cbc50832eea0e2f66fa42ae84f88be250400b2
n100-set02	random	medium	10	5	instances/data/n100-set02/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	7fa92e682ce67b101ef09495c2d8cbd7507a9ffe6228c067041eb878e512e336
n100-set02	random	high	20	3	instances/data/n100-set02/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	00c1616de582998329048e30b6677d5bd08b48406fcce1607bf6a1d41edb7e9a
n100-set02	random	high	20	4	instances/data/n100-set02/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	71925a32beac2bc65b66b463d723926e956f22a70ac2acbedf8c280ed0b175b5
n100-set02	random	high	20	5	instances/data/n100-set02/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	bd56f79a34a62fc72705e43e102ab3f411ed8e1ae998838b9c1e28644583339c
n100-set02	family	medium	10	3	instances/data/n100-set02/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	5962513990255824d824351b22a2ce5a492713c83983714486cdf2bae15c61bb
n100-set02	family	medium	10	4	instances/data/n100-set02/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	e9ec36688b36528286aedd93487f705aa002104e2b316920a4fd8295972b7b47
n100-set02	family	medium	10	5	instances/data/n100-set02/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	4ec958690bf0ba1a5c1181dfe2853e2b7d0205cb521d5d35c0e830f507021afd	d8e0e909f01852d230baa9fead2baad1c501c07239de40dfb31beee1320e6463
n100-set02	family	high	20	3	instances/data/n100-set02/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	c27c5d100a4aaea9efebf1dc57d08771746487bda5d21bb3b6e971f5421640a6
n100-set02	family	high	20	4	instances/data/n100-set02/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	5b6791db7e4b7d6996903e460c157b1ea3e02659d5a5e90714395157f7b10190
n100-set02	family	high	20	5	instances/data/n100-set02/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	a96d2cab5029666feddd1ebf6ec95ea3cbfc3dc954f4a6d9288ecd0124326043	e217ef075e52c31a4b2371b96998f380ff09f263e11fc6eaf618d3face81cf87
n100-set03	random	medium	10	3	instances/data/n100-set03/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	a9fba755c1f97eb2d467f91e64816b0a03bc83a827768c87b0845cc18a7b3cb7
n100-set03	random	medium	10	4	instances/data/n100-set03/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	6d151648abef46b3873c69646c203ab0cfd4959b6b4da616fd103c3b2d694283
n100-set03	random	medium	10	5	instances/data/n100-set03/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	1c37b3ba5eda29bcb4bfc8d9940e9da0b815f2da1f6ad40c59163916a72558c4
n100-set03	random	high	20	3	instances/data/n100-set03/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	9972826de635871d112182931c22b74360f04d554200d048ebccbded950b3cb6
n100-set03	random	high	20	4	instances/data/n100-set03/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	ef84a269451c723b5828f9816a649c603987a356453050215b5b2c415bee7cdd
n100-set03	random	high	20	5	instances/data/n100-set03/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	e08eed610bd5bb689317bcc99b698281f0f48f3a4171392033cf17608136eee4
n100-set03	family	medium	10	3	instances/data/n100-set03/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	306ca94cf0364761e8300a1d276f8387fc6ad08ea77c5d4ad5babf211b7c752a
n100-set03	family	medium	10	4	instances/data/n100-set03/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	c1406df9f25bba43276ed49a09875895939888343ce4d578c748b159ff9f8d6a
n100-set03	family	medium	10	5	instances/data/n100-set03/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	778076b471acdfcf8914ae05940d5c66bfc7db1d9b5ba2e91d3ca9f803afd815	ab3038e1e928eab1258c2054151ac72e3df176a7b4649387b98e9f9f47a0d29c
n100-set03	family	high	20	3	instances/data/n100-set03/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	7c2f1e0c726085503a1ad9d3693921d0da3cf66069c138a8be69b754c0fefb00
n100-set03	family	high	20	4	instances/data/n100-set03/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	8dc8cd1fec1d5afb300422482654f1c11d691c9a4c51274a78db86e00b8bb73d
n100-set03	family	high	20	5	instances/data/n100-set03/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	4e818e464ab7824c7f8d8d4242cb5d9cf024530137381e9c76c7c6a4b8abf107	e32e5645396803ebdcc2296aa0d0ca9ce0a917f3f88b2b242d305a98512cb400
n100-set04	random	medium	10	3	instances/data/n100-set04/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	508b0c71ed9f579e7618b9d29673f8de2e888d1610773e9c033cac56b4cbea8e
n100-set04	random	medium	10	4	instances/data/n100-set04/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	4a2769013fa0ca3da5dfaa0491ed4abbb87b8e2108afab64da38df521006f876
n100-set04	random	medium	10	5	instances/data/n100-set04/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	1d7812b015dfd5a654d650751fd65924b3df70d3beff0c7be3ab4b78095e953b
n100-set04	random	high	20	3	instances/data/n100-set04/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	3b8e3a4c050c04182cb0b787f7d05fcd7b6d8fb38b4ecb0cda8bebd627495ebe
n100-set04	random	high	20	4	instances/data/n100-set04/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	27c27528f63ae93ec7a79725c71f8b3292942e9fbb46c2730a314bab3a00a3c4
n100-set04	random	high	20	5	instances/data/n100-set04/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	c605721e38626184356e7fd184293748374af5b748f3afb6f3a96ad533e10358
n100-set04	family	medium	10	3	instances/data/n100-set04/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	395f69b65a92e4ad62504bbe1aae903c951e61330aa714b7954908a44a8891a4
n100-set04	family	medium	10	4	instances/data/n100-set04/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	6f6525cde2e0d5217f61c85a49ba4b5f3577deaa4f8c5f7388eaa36b3418c323
n100-set04	family	medium	10	5	instances/data/n100-set04/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	2d19fe586522a8af8e6bc94f467c3019e8ff65dc6f4286d7f1f538a4357a5596	b008d55b3f5fcf17ee1ba3469a2a52af8cdb4b043bf710e3c73341b3232a744e
n100-set04	family	high	20	3	instances/data/n100-set04/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	755978090f4b24b822bda0068566164f3f18302a246c3a60bc7283086d65b550
n100-set04	family	high	20	4	instances/data/n100-set04/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	72470e81d389ce5e3f6d58998c032248edae4c4d81f8df267a87c2466793157b
n100-set04	family	high	20	5	instances/data/n100-set04/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	ebdfe529cf286bd8e14d587c95105f692b1ce4459ceb133341ea46851062ff32	66d7efed7978d56c0881b53dc7a673c38e2b3d9c2070ca28b4e9b141d8fb1dd2
n100-set05	random	medium	10	3	instances/data/n100-set05/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	5ae02ea0e1d7dd20f704c69bec59b2e95a779528ed1f82ebf6909efb35c748ab
n100-set05	random	medium	10	4	instances/data/n100-set05/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	e7807a98afaf9010bc0f64baf6219279fe0474fdc8a1f70a449c5c121b6a902e
n100-set05	random	medium	10	5	instances/data/n100-set05/random/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	301ab4daf17128f210632f151734f43195b0b1fdda669ec9a3f39713b94b20cc
n100-set05	random	high	20	3	instances/data/n100-set05/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	5985e699af9469900e43555b84288020237b1f62bf0c43859fb465326ceba033
n100-set05	random	high	20	4	instances/data/n100-set05/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	f92853a587f46e2f34c8d0857e0227308a32abe6640e827b69b2fb64749adbcd
n100-set05	random	high	20	5	instances/data/n100-set05/random/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	e0568a880f6682769ce83152c8e200ee03348f6bddbee57a4385a2aaff1e13b1
n100-set05	family	medium	10	3	instances/data/n100-set05/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	6b932d33c4a727b48f03631c9ea6e5f5e6d78f91569caa33fce7895d2f24da28
n100-set05	family	medium	10	4	instances/data/n100-set05/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	33a16722c6ed74e2eca0acc3068045220b0c9d96d9773692411196ef52736571
n100-set05	family	medium	10	5	instances/data/n100-set05/family/medium-heterogeneous/m5.dat	0	0	0	0	10.000000000000	bd84b8c94914e962ab5e3dca4be54488bf8d5f4d3ac0a0bf9d7daeb3da08b69a	7551977669cba6e7d5bd244109e795526fc06151fb721db6d9df99486c0486d6
n100-set05	family	high	20	3	instances/data/n100-set05/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	59a68cc338a5b77bf8693dd39b6bd9262f8d38d2cf19958a17b668e06ed9fcad
n100-set05	family	high	20	4	instances/data/n100-set05/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	b35273fca9eec52136c249b0379d503ba508123ba615d8a46a90b3decdd1c2c1
n100-set05	family	high	20	5	instances/data/n100-set05/family/high-heterogeneous/m5.dat	0	0	0	0	20.000000000000	6677e8ff0d6ba0ad9dcc78c4634d4240df308d357a2fdd197891b0416a461d81	05b4d99bb8965839f3aa9df142c0892900ab502c9d4b1df1f3134602bdfe0780
