runId	mainClass	args	outputDir	dependsOn	block	action	experiment	taskSetId	size	caseIndex	machines	setupType	scaleLevel	nominalScale	windowLevel	algorithm	outsourcingModel	outsourcingRate	discountLevel
pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/narrow/m5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed	seed-n080-set01-m5-family-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	medium	10	narrow	TIME_INDEXED			not-applicable
pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/narrow/m5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wnarrow-time_indexed_sri	seed-n080-set01-m5-family-medium-n10-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	medium	10	narrow	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m3-family-medium-n10-wwide	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m3-family-medium-n10-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-medium-n10-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-medium-n10-wwide"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-medium-n10-wwide		seed	seed	pricing-comparison	n080-set01	80	1	3	family	medium	10	wide				not-applicable
pricing-n080-set01-m3-family-medium-n10-wwide-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-medium-n10-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-ng_dssr	seed-n080-set01-m3-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	medium	10	wide	NG_DSSR			not-applicable
pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed	seed-n080-set01-m3-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	medium	10	wide	TIME_INDEXED			not-applicable
pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-medium-n10-wwide-time_indexed_sri	seed-n080-set01-m3-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	medium	10	wide	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m4-family-medium-n10-wwide	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m4-family-medium-n10-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-medium-n10-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-medium-n10-wwide"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-medium-n10-wwide		seed	seed	pricing-comparison	n080-set01	80	1	4	family	medium	10	wide				not-applicable
pricing-n080-set01-m4-family-medium-n10-wwide-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-medium-n10-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-ng_dssr	seed-n080-set01-m4-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	medium	10	wide	NG_DSSR			not-applicable
pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed	seed-n080-set01-m4-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	medium	10	wide	TIME_INDEXED			not-applicable
pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-medium-n10-wwide-time_indexed_sri	seed-n080-set01-m4-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	medium	10	wide	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m5-family-medium-n10-wwide	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m5-family-medium-n10-wwide" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m5.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wwide.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m5-family-medium-n10-wwide"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m5-family-medium-n10-wwide		seed	seed	pricing-comparison	n080-set01	80	1	5	family	medium	10	wide				not-applicable
pricing-n080-set01-m5-family-medium-n10-wwide-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-medium-n10-wwide-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m5.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-ng_dssr	seed-n080-set01-m5-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	medium	10	wide	NG_DSSR			not-applicable
pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed	seed-n080-set01-m5-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	medium	10	wide	TIME_INDEXED			not-applicable
pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-heterogeneous/wide/m5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-medium-n10-wwide.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-medium-n10-wwide-time_indexed_sri	seed-n080-set01-m5-family-medium-n10-wwide	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	medium	10	wide	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m3-family-high-n20-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m3-family-high-n20-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-high-n20-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-high-n20-wzero		seed	seed	pricing-comparison	n080-set01	80	1	3	family	high	20	zero				not-applicable
pricing-n080-set01-m3-family-high-n20-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-ng_dssr	seed-n080-set01-m3-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	zero	NG_DSSR			not-applicable
pricing-n080-set01-m3-family-high-n20-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-time_indexed	seed-n080-set01-m3-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	zero	TIME_INDEXED			not-applicable
pricing-n080-set01-m3-family-high-n20-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wzero-time_indexed_sri	seed-n080-set01-m3-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	zero	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m4-family-high-n20-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m4-family-high-n20-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-high-n20-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-high-n20-wzero		seed	seed	pricing-comparison	n080-set01	80	1	4	family	high	20	zero				not-applicable
pricing-n080-set01-m4-family-high-n20-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-high-n20-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-ng_dssr	seed-n080-set01-m4-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	high	20	zero	NG_DSSR			not-applicable
pricing-n080-set01-m4-family-high-n20-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-high-n20-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-time_indexed	seed-n080-set01-m4-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	high	20	zero	TIME_INDEXED			not-applicable
pricing-n080-set01-m4-family-high-n20-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-high-n20-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m4.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wzero-time_indexed_sri	seed-n080-set01-m4-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	high	20	zero	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m5-family-high-n20-wzero	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m5-family-high-n20-wzero" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m5.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-high-n20-wzero.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m5-family-high-n20-wzero"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m5-family-high-n20-wzero		seed	seed	pricing-comparison	n080-set01	80	1	5	family	high	20	zero				not-applicable
pricing-n080-set01-m5-family-high-n20-wzero-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-high-n20-wzero-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m5.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-ng_dssr	seed-n080-set01-m5-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	high	20	zero	NG_DSSR			not-applicable
pricing-n080-set01-m5-family-high-n20-wzero-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-high-n20-wzero-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m5.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-time_indexed	seed-n080-set01-m5-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	high	20	zero	TIME_INDEXED			not-applicable
pricing-n080-set01-m5-family-high-n20-wzero-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m5-family-high-n20-wzero-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/zero/m5.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m5-family-high-n20-wzero.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m5-family-high-n20-wzero-time_indexed_sri	seed-n080-set01-m5-family-high-n20-wzero	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	5	family	high	20	zero	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m3-family-high-n20-wnarrow	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m3-family-high-n20-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m3.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-high-n20-wnarrow"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m3-family-high-n20-wnarrow		seed	seed	pricing-comparison	n080-set01	80	1	3	family	high	20	narrow				not-applicable
pricing-n080-set01-m3-family-high-n20-wnarrow-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m3.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-ng_dssr	seed-n080-set01-m3-family-high-n20-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	narrow	NG_DSSR			not-applicable
pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m3.dat" --algorithm="TIME_INDEXED" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed	seed-n080-set01-m3-family-high-n20-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	narrow	TIME_INDEXED			not-applicable
pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed_sri	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed_sri" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m3.dat" --algorithm="TIME_INDEXED_SRI" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed_sri" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m3-family-high-n20-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m3-family-high-n20-wnarrow-time_indexed_sri	seed-n080-set01-m3-family-high-n20-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	3	family	high	20	narrow	TIME_INDEXED_SRI			not-applicable
seed-n080-set01-m4-family-high-n20-wnarrow	Common.formal.FormalExperimentRunner	--action="seed" --runId="seed-n080-set01-m4-family-high-n20-wnarrow" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m4.dat" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wnarrow.seed" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-high-n20-wnarrow"	${WORKSPACE}/experiment-suite/formal/runs/seed-n080-set01-m4-family-high-n20-wnarrow		seed	seed	pricing-comparison	n080-set01	80	1	4	family	high	20	narrow				not-applicable
pricing-n080-set01-m4-family-high-n20-wnarrow-ng_dssr	Common.formal.FormalExperimentRunner	--action="solve" --runId="pricing-n080-set01-m4-family-high-n20-wnarrow-ng_dssr" --instance="${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-heterogeneous/narrow/m4.dat" --algorithm="NG_DSSR" --outputDir="${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wnarrow-ng_dssr" --seedFile="${WORKSPACE}/experiment-suite/formal/seeds/n080-set01-m4-family-high-n20-wnarrow.seed" --timeLimitSeconds="10800" --maxNodes="100000"	${WORKSPACE}/experiment-suite/formal/runs/pricing-comparison/pricing-n080-set01-m4-family-high-n20-wnarrow-ng_dssr	seed-n080-set01-m4-family-high-n20-wnarrow	pricing-comparison	solve	pricing-comparison	n080-set01	80	1	4	family	high	20	narrow	NG_DSSR			not-applicable
